word,pos,cefr_int,cefr,ngram_2013,ngram_2014,ngram_2015,ngram_2016,ngram_2017,ngram_2018,ngram_2019
teaspoon,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tray,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spirit,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sip,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stone,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
straw,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugar,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toast,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tea,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
service,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soya,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steak,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supper,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spice,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taste,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tuna,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweets,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sip,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shower,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toilet,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shelf,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sink,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sofa,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
towel,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheet,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
study,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tower,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shed,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shelter,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stool,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
storey,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terrace,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
staircase,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stable,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
structure,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
throne,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stairs,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sum,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subsidy,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
treasure,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tax,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tax,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squander,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tree,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
storm,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thunderstorm,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stream,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suburb,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tide,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tornado,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trunk,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spring,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stretch,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snow,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
silver,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sky,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
space,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunshine,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thunder,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steam,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steel,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunlight,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tobacco,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summer,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
town,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shore,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunrise,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunset,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shell,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soil,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snow,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
set,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sigh,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
struggle,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sit,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stand,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slip,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
succeed,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunbathe,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turn,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shiver,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snore,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stare,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
struggle,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switch,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trip,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shudder,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sniff,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stagger,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spend,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tidy,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smell,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoil,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strike,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tie,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfer,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slap,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slice,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sort,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spot,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spray,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squash,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squeeze,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stimulate,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
store,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stroke,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
substitute,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supply,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweep,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tackle,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transform,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shift,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simplify,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sow,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trace,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snatch,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sprinkle,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
track,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smoke,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
share,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shut,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
throw,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shake,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoot,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spill,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stick,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tear,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slam,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smash,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soak,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
splash,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
split,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stretch,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supervise,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swing,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tighten,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slow,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spit,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stain,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stamp,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tip,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tread,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tan,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sex,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strength,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
style,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shampoo,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shave,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthen,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thought,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snob,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trait,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surprise,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sympathy,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trust,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shame,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spite,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tact,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triumph,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skill,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
talent,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
standard,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surprise,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trust,VERB,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terrify,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tolerate,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
think,VERB,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suffer,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tire,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sister,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
son,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sister-in-law,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
son-in-law,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stepfather,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stepmother,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sport,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skateboard,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ski,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snowboard,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stall,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tournament,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swing,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
target,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trophy,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squad,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tennis,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squash,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,VERB,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
site,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switch,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
telescope,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thermometer,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
software,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spam,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
technology,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
street,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxi,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ship,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suitcase,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tram,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trip,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
souvenir,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stay,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tent,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truck,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tunnel,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stopover,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subway,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shuttle,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tank,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tractor,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
traffic,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transport,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
travel,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tour,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stay,VERB,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
servant,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slave,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superior,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
takeover,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
technician,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trade,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trainee,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strike,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thief,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temple,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
torture,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
survival,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
significance,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teacher,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
singer,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shopkeeper,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxpayer,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thinker,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toddler,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trader,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shortcoming,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
singing,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skateboarding,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skating,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skiing,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snowboarding,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surfing,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swimming,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teaching,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suffering,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timing,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
situation,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solution,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speculation,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simplification,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tradition,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simulation,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
substitution,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transaction,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transformation,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transition,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speciality,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simplicity,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solidarity,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stability,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suitability,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
severity,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sustainability,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tranquility,NOUN,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
similarity,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superlative,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
specialize,VERB,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sympathize,VERB,6,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settlement,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spectator,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
survivor,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shooting,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shop,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supermarket,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thing,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ticket,NOUN,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
side,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skate,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sort,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stadium,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surname,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
textbook,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theatre,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toothbrush,NOUN,2,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
session,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
signpost,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smile,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spy,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stick,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
store,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
studio,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
success,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tense,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tissue,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trend,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trick,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tube,NOUN,3,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slope,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
society,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
source,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
splash,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spray,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spreadsheet,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stain,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strategy,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
substitute,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suffix,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surface,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sword,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
task,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terminal,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
theory,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
third,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomb,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tool,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
torch,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trolley,NOUN,4,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
setback,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spectrum,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sphere,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spokesman,NOUN,5,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
