word,pos,cefr_int,cefr
delicious,ADJ,3,B
continuous,ADJ,4,B
dusty,ADJ,3,B
contradictory,ADJ,6,C
easy,ADJ,1,A
fast,ADJ,1,A
correct,ADJ,2,A
early,ADJ,2,A
east,ADJ,2,A
empty,ADJ,2,A
common,ADJ,3,B
cosy,ADJ,3,B
direct,ADJ,3,B
duty-free,ADJ,3,B
eastern,ADJ,3,B
face-to-face,ADJ,3,B
familiar,ADJ,3,B
complex,ADJ,4,B
compulsory,ADJ,4,B
constant,ADJ,4,B
contemporary,ADJ,4,B
current,ADJ,4,B
deadly,ADJ,4,B
definite,ADJ,4,B
deliberate,ADJ,4,B
diverse,ADJ,4,B
expected,ADJ,4,B
far,ADJ,4,B
concrete,ADJ,5,C
considerate,ADJ,5,C
continual,ADJ,5,C
corporate,ADJ,5,C
cosmopolitan,ADJ,5,C
customary,ADJ,5,C
cutting-edge,ADJ,5,C
day-to-day,ADJ,5,C
dedicated,ADJ,5,C
deprived,ADJ,5,C
deserted,ADJ,5,C
devastating,ADJ,5,C
distinct,ADJ,5,C
distressed,ADJ,5,C
down-to-earth,ADJ,5,C
downward,ADJ,5,C
drastic,ADJ,5,C
dual,ADJ,5,C
equivalent,ADJ,5,C
excess,ADJ,5,C
extinct,ADJ,5,C
complimentary,ADJ,6,C
contrary,ADJ,6,C
crude,ADJ,6,C
dazed,ADJ,6,C
dazzling,ADJ,6,C
deceptive,ADJ,6,C
definitive,ADJ,6,C
detrimental,ADJ,6,C
dim,ADJ,6,C
discreet,ADJ,6,C
dubious,ADJ,6,C
eventual,ADJ,6,C
explicit,ADJ,6,C
exquisite,ADJ,6,C
early,ADV,1,A
east,ADV,2,A
enough,ADV,2,A
even,ADV,2,A
ever,ADV,2,A
everywhere,ADV,2,A
fast,ADV,2,A
either,ADV,3,B
elsewhere,ADV,4,B
downwards,ADV,5,C
drastically,ADV,5,C
exceptionally,ADV,5,C
decisively,ADV,6,C
downhill,ADV,6,C
crowd,NOUN,2,A
fall,NOUN,3,B
elite,NOUN,5,C
excess,NOUN,5,C
exhaust,NOUN,5,C
consensus,NOUN,6,C
crystal,NOUN,6,C
essence,NOUN,6,C
exile,NOUN,6,C
correct,VERB,4,B
drown,VERB,4,B
elect,VERB,4,B
entitle,VERB,4,B
establish,VERB,4,B
crowd,VERB,5,C
dictate,VERB,5,C
embrace,VERB,5,C
evolve,VERB,5,C
exhibit,VERB,5,C
concede,VERB,6,C
goalkeeper,NOUN,3,B
grant,VERB,4,B
gender,NOUN,4,B
guy,NOUN,2,A
guts,NOUN,4,B
granddad,NOUN,2,A
grandma,NOUN,2,A
grandpa,NOUN,2,A
granny,NOUN,2,A
insert,VERB,5,C
inhabit,VERB,6,C
garment,NOUN,5,C
infant,NOUN,6,C
inquiry,NOUN,6,C
infer,VERB,6,C
gang,NOUN,6,C
heaven,NOUN,4,B
get,VERB,4,B
hit,VERB,6,C
intolerance,NOUN,6,C
impatience,NOUN,6,C
intruder,NOUN,6,C
installation,NOUN,5,C
interaction,NOUN,5,C
import,NOUN,5,C
insomnia,NOUN,6,C
invade,VERB,4,B
introvert,NOUN,6,C
input,NOUN,4,B
interval,NOUN,3,B
interfere,VERB,4,B
intervene,VERB,6,C
guidance,NOUN,4,B
insurance,NOUN,4,B
ignorance,NOUN,6,C
independence,NOUN,4,B
intelligence,NOUN,4,B
innocence,NOUN,6,C
influence,NOUN,4,B
freezer,NOUN,3,B
heater,NOUN,3,B
helper,NOUN,4,B
footballer,NOUN,2,A
firefighter,NOUN,3,B
feeling,NOUN,3,B
greeting,NOUN,3,B
handwriting,NOUN,3,B
heating,NOUN,2,A
funding,NOUN,5,C
ironing,NOUN,3,B
fighting,NOUN,4,B
fishing,NOUN,2,A
illustration,NOUN,5,C
infection,NOUN,4,B
introduction,NOUN,4,B
identification,NOUN,2,A
information,NOUN,2,A
invitation,NOUN,2,A
institution,NOUN,4,B
inflation,NOUN,4,B
invasion,NOUN,4,B
impression,NOUN,4,B
imagination,NOUN,3,B
frustration,NOUN,4,B
inspiration,NOUN,4,B
irritation,NOUN,6,C
generation,NOUN,4,B
immigration,NOUN,3,B
generosity,NOUN,4,B
hostility,NOUN,6,C
humanity,NOUN,6,C
humility,NOUN,6,C
integrity,NOUN,6,C
identity,NOUN,4,B
hospitality,NOUN,5,C
imprisonment,NOUN,6,C
investment,NOUN,4,B
fulfilment,NOUN,6,C
government,NOUN,4,B
illness,NOUN,3,B
fitness,NOUN,3,B
happiness,NOUN,3,B
greatness,NOUN,4,B
investor,NOUN,4,B
instructor,NOUN,3,B
inspector,NOUN,4,B
friendship,NOUN,3,B
fish,NOUN,1,A
horse,NOUN,1,A
insect,NOUN,2,A
fly,NOUN,3,B
frog,NOUN,3,B
giraffe,NOUN,3,B
goat,NOUN,3,B
feather,NOUN,4,B
fox,NOUN,4,B
horn,NOUN,5,C
fur,NOUN,3,B
film,NOUN,1,A
guitar,NOUN,1,A
instrument,NOUN,2,A
festival,NOUN,3,B
flute,NOUN,3,B
gallery,NOUN,3,B
headline,NOUN,3,B
hero,NOUN,3,B
guest,NOUN,4,B
image,NOUN,4,B
issue,NOUN,4,B
index,NOUN,5,C
feature,NOUN,6,C
flashback,NOUN,6,C
house,NOUN,6,C
hip-hop,NOUN,2,A
fiction,NOUN,3,B
folk,NOUN,3,B
harmony,NOUN,6,C
graphics,NOUN,3,B
go,VERB,4,B
foot,NOUN,1,A
hand,NOUN,1,A
head,NOUN,1,A
finger,NOUN,2,A
headache,NOUN,2,A
heart,NOUN,2,A
forehead,NOUN,3,B
human,NOUN,3,B
fingernail,NOUN,4,B
gum,NOUN,4,B
heel,NOUN,4,B
hip,NOUN,4,B
gene,NOUN,5,C
fist,NOUN,6,C
health,NOUN,2,A
flu,NOUN,3,B
fever,NOUN,3,B
injury,NOUN,4,B
hurt,VERB,2,A
freeze,VERB,4,B
have,VERB,1,A
infect,VERB,5,C
heal,VERB,4,B
hat,NOUN,1,A
glove,NOUN,2,A
handbag,NOUN,2,A
helmet,NOUN,4,B
hood,NOUN,4,B
gear,NOUN,4,B
glasses,NOUN,1,A
file,NOUN,2,A
form,NOUN,2,A
figure,NOUN,3,B
guess,NOUN,3,B
interview,NOUN,3,B
fight,NOUN,4,B
graph,NOUN,4,B
handout,NOUN,4,B
hint,NOUN,4,B
hyphen,NOUN,4,B
idiom,NOUN,4,B
insult,NOUN,4,B
groan,NOUN,6,C
grammar,NOUN,2,A
feedback,NOUN,4,B
fluency,NOUN,4,B
gossip,NOUN,4,B
ID,NOUN,2,A
ink,NOUN,3,B
implication,NOUN,6,C
insist,VERB,3,B
fight,VERB,4,B
gossip,VERB,4,B
groan,VERB,6,C
invite,VERB,1,A
give,VERB,2,A
greet,VERB,3,B
inform,VERB,3,B
guarantee,VERB,4,B
highlight,VERB,4,B
indicate,VERB,4,B
insult,VERB,4,B
invent,VERB,4,B
illustrate,VERB,5,C
instruct,VERB,5,C
interpret,VERB,5,C
imply,VERB,6,C
introduce,VERB,6,C
guess,VERB,2,A
forgive,VERB,3,B
hear,VERB,3,B
interrupt,VERB,3,B
inquire,VERB,4,B
guilt,NOUN,4,B
gram,NOUN,2,A
inch,NOUN,3,B
glass,NOUN,1,A
green,NOUN,2,A
grey,NOUN,2,A
height,NOUN,3,B
increase,NOUN,4,B
increase,VERB,3,B
grade,NOUN,3,B
field,NOUN,4,B
graduate,NOUN,4,B
homework,NOUN,1,A
history,NOUN,2,A
gym,NOUN,3,B
graduate,VERB,4,B
fork,NOUN,2,A
fridge,NOUN,2,A
grape,NOUN,2,A
grill,NOUN,3,B
feast,NOUN,5,C
garlic,NOUN,2,A
ham,NOUN,2,A
honey,NOUN,2,A
flour,NOUN,3,B
hunger,NOUN,3,B
fibre,NOUN,5,C
food,NOUN,1,A
fruit,NOUN,1,A
flavour,NOUN,3,B
grill,VERB,3,B
fry,VERB,3,B
flat,NOUN,1,A
garden,NOUN,1,A
floor,NOUN,2,A
garage,NOUN,2,A
gate,NOUN,2,A
hall,NOUN,2,A
frame,NOUN,3,B
hut,NOUN,3,B
iron,NOUN,3,B
fence,NOUN,4,B
hook,NOUN,4,B
furniture,NOUN,2,A
flesh,NOUN,6,C
home,NOUN,1,A
fee,NOUN,3,B
grant,NOUN,3,B
fortune,NOUN,4,B
fund,NOUN,5,C
finance,NOUN,4,B
interest,NOUN,5,C
fund,VERB,5,C
flower,NOUN,1,A
hill,NOUN,2,A
island,NOUN,2,A
flood,NOUN,3,B
forecast,NOUN,3,B
hedge,NOUN,4,B
habitat,NOUN,5,C
iceberg,NOUN,5,C
grass,NOUN,1,A
geography,NOUN,2,A
gold,NOUN,2,A
ice,NOUN,2,A
heat,NOUN,3,B
ground,NOUN,4,B
hail,NOUN,6,C
fog,NOUN,2,A
forest,NOUN,2,A
frost,NOUN,4,B
gas,NOUN,4,B
harvest,NOUN,4,B
grow,VERB,2,A
flood,VERB,3,B
hug,NOUN,3,B
glance,NOUN,4,B
go,NOUN,4,B
help,NOUN,2,A
housework,NOUN,3,B
habit,NOUN,3,B
grip,NOUN,4,B
hold,NOUN,4,B
gaze,NOUN,6,C
fish,VERB,3,B
hide,VERB,3,B
hesitate,VERB,4,B
giggle,VERB,6,C
glare,VERB,6,C
grin,VERB,6,C
find,VERB,1,A
hold,VERB,2,A
fetch,VERB,3,B
finish,VERB,3,B
fix,VERB,3,B
follow,VERB,3,B
form,VERB,3,B
hand,VERB,3,B
handle,VERB,3,B
hug,VERB,3,B
imagine,VERB,3,B
install,VERB,3,B
fit,VERB,4,B
forbid,VERB,4,B
force,VERB,4,B
found,VERB,4,B
free,VERB,4,B
gather,VERB,4,B
grip,VERB,4,B
guard,VERB,4,B
identify,VERB,4,B
ignore,VERB,4,B
implement,VERB,4,B
grasp,VERB,5,C
imitate,VERB,5,C
impose,VERB,5,C
inspect,VERB,5,C
haul,VERB,6,C
initiate,VERB,6,C
help,VERB,1,A
fill,VERB,2,A
hurry,VERB,2,A
improve,VERB,2,A
fold,VERB,3,B
grab,VERB,3,B
hang,VERB,3,B
iron,VERB,3,B
fire,VERB,4,B
hunt,VERB,4,B
invest,VERB,4,B
flee,VERB,5,C
girl,NOUN,1,A
haircut,NOUN,3,B
grown-up,NOUN,4,B
fringe,NOUN,6,C
hair,NOUN,1,A
favourite,NOUN,3,B
fool,NOUN,3,B
idea,NOUN,3,B
gentleman,NOUN,4,B
idiot,NOUN,4,B
fun,NOUN,1,A
force,NOUN,4,B
grief,NOUN,4,B
honesty,NOUN,4,B
honour,NOUN,4,B
horror,NOUN,4,B
humour,NOUN,4,B
hatred,NOUN,5,C
initiative,NOUN,5,C
hypocrisy,NOUN,6,C
fear,NOUN,3,B
hope,NOUN,3,B
freedom,NOUN,4,B
hate,VERB,2,A
interest,VERB,3,B
fear,VERB,4,B
feel,VERB,4,B
impress,VERB,4,B
inspire,VERB,4,B
irritate,VERB,5,C
hope,VERB,2,A
friend,NOUN,1,A
husband,NOUN,1,A
girlfriend,NOUN,2,A
grandchild,NOUN,2,A
granddaughter,NOUN,2,A
grandfather,NOUN,2,A
grandmother,NOUN,2,A
grandparent,NOUN,2,A
grandson,NOUN,2,A
groom,NOUN,3,B
funeral,NOUN,4,B
host,NOUN,4,B
football,NOUN,1,A
game,NOUN,1,A
goal,NOUN,2,A
hobby,NOUN,2,A
final,NOUN,3,B
foul,NOUN,6,C
golf,NOUN,2,A
hockey,NOUN,2,A
gymnastics,NOUN,3,B
guarantee,NOUN,4,B
goods,NOUN,3,B
folder,NOUN,3,B
hit,NOUN,4,B
icon,NOUN,4,B
IT,NOUN,2,A
hardware,NOUN,3,B
flash,NOUN,4,B
generate,VERB,4,B
Google,VERB,4,B
flight,NOUN,2,A
guidebook,NOUN,2,A
helicopter,NOUN,2,A
ferry,NOUN,3,B
harbour,NOUN,3,B
holiday,NOUN,1,A
fly,VERB,1,A
guide,NOUN,2,A
firm,NOUN,3,B
guard,NOUN,3,B
industry,NOUN,3,B
fisherman,NOUN,4,B
giant,NOUN,6,C
head,VERB,4,B
haunt,VERB,4,B
indifference,NOUN,6,C
inconvenience,NOUN,5,C
interference,NOUN,5,C
integration,NOUN,5,C
inclusion,NOUN,5,C
inhibition,NOUN,6,C
intrusion,NOUN,6,C
intervention,NOUN,6,C
impossibility,NOUN,6,C
inferiority,NOUN,6,C
insecurity,NOUN,6,C
inequality,NOUN,6,C
inability,NOUN,5,C
import,VERB,4,B
inferior,NOUN,6,C
influx,NOUN,6,C
inaccuracy,NOUN,5,C
injustice,NOUN,5,C
insight,NOUN,5,C
intrude,VERB,6,C
inherit,VERB,6,C
integrate,VERB,5,C
interact,VERB,4,B
importance,NOUN,3,B
inheritance,NOUN,6,C
headteacher,NOUN,2,A
foreigner,NOUN,3,B
hairdresser,NOUN,3,B
hairdryer,NOUN,3,B
gardener,NOUN,4,B
follower,NOUN,6,C
founder,NOUN,6,C
further,VERB,6,C
gardening,NOUN,4,B
hunting,NOUN,4,B
housing,NOUN,5,C
foundation,NOUN,5,C
fraction,NOUN,6,C
imitation,NOUN,6,C
industrialization,NOUN,5,C
isolation,NOUN,5,C
implementation,NOUN,6,C
invention,NOUN,3,B
intention,NOUN,4,B
interruption,NOUN,4,B
investigation,NOUN,4,B
generalization,NOUN,5,C
indication,NOUN,5,C
innovation,NOUN,5,C
inspection,NOUN,5,C
hesitation,NOUN,6,C
inclination,NOUN,6,C
intuition,NOUN,6,C
guitarist,NOUN,3,B
flexibility,NOUN,4,B
individuality,NOUN,6,C
intensity,NOUN,6,C
imperative,NOUN,4,B
generalize,VERB,5,C
improvement,NOUN,3,B
harassment,NOUN,5,C
involvement,NOUN,4,B
friendliness,NOUN,4,B
forgiveness,NOUN,6,C
goodness,NOUN,6,C
homelessness,NOUN,6,C
inventor,NOUN,4,B
investigator,NOUN,4,B
indicator,NOUN,6,C
hardship,NOUN,5,C
gambling,NOUN,4,B
hotel,NOUN,1,A
hour,NOUN,1,A
gift,NOUN,2,A
housewife,NOUN,2,A
favour,NOUN,3,B
fifth,NOUN,3,B
film-maker,NOUN,3,B
fine,NOUN,3,B
finish,NOUN,3,B
fire,NOUN,3,B
firework,NOUN,3,B
flag,NOUN,3,B
fountain,NOUN,3,B
gap,NOUN,3,B
gun,NOUN,3,B
handkerchief,NOUN,3,B
herb,NOUN,3,B
hole,NOUN,3,B
honeymoon,NOUN,3,B
hostel,NOUN,3,B
infinitive,NOUN,3,B
fault,NOUN,4,B
female,NOUN,4,B
flame,NOUN,4,B
function,NOUN,4,B
grave,NOUN,4,B
hammer,NOUN,4,B
handle,NOUN,4,B
highlight,NOUN,4,B
immigrant,NOUN,4,B
incident,NOUN,4,B
individual,NOUN,4,B
institute,NOUN,4,B
interior,NOUN,4,B
flaw,NOUN,5,C
fleet,NOUN,5,C
footstep,NOUN,5,C
format,NOUN,5,C
formula,NOUN,5,C
gadget,NOUN,5,C
gathering,NOUN,5,C
genius,NOUN,5,C
gerund,NOUN,5,C
gesture,NOUN,5,C
glimpse,NOUN,5,C
hazard,NOUN,5,C
heading,NOUN,5,C
historian,NOUN,5,C
idol,NOUN,5,C
instance,NOUN,5,C
feat,NOUN,6,C
filter,NOUN,6,C
fireplace,NOUN,6,C
forgery,NOUN,6,C
framework,NOUN,6,C
fraud,NOUN,6,C
frown,NOUN,6,C
future,NOUN,6,C
gamble,NOUN,6,C
gasp,NOUN,6,C
glare,NOUN,6,C
grin,NOUN,6,C
gulf,NOUN,6,C
heir,NOUN,6,C
hierarchy,NOUN,6,C
horizon,NOUN,6,C
hostage,NOUN,6,C
hypothesis,NOUN,6,C
illusion,NOUN,6,C
impulse,NOUN,6,C
instruction,NOUN,6,C
handball,NOUN,3,B
genetics,NOUN,4,B
good,NOUN,4,B
harm,NOUN,4,B
friction,NOUN,5,C
geology,NOUN,5,C
glamour,NOUN,5,C
globalization,NOUN,5,C
glory,NOUN,5,C
grace,NOUN,5,C
greed,NOUN,5,C
hate,NOUN,5,C
hygiene,NOUN,5,C
flair,NOUN,6,C
focus,NOUN,6,C
glue,NOUN,6,C
heritage,NOUN,6,C
infancy,NOUN,6,C
February,NOUN,1,A
Friday,NOUN,1,A
hospital,NOUN,1,A
fuel,NOUN,3,B
income,NOUN,4,B
gain,NOUN,5,C
fluid,NOUN,6,C
fragrance,NOUN,6,C
incentive,NOUN,6,C
instinct,NOUN,6,C
intellect,NOUN,6,C
fumes,NOUN,5,C
grounds,NOUN,6,C
flow,NOUN,5,C
glow,NOUN,6,C
grasp,NOUN,6,C
happen,VERB,2,A
float,VERB,3,B
flow,VERB,3,B
hitchhike,VERB,3,B
feed,VERB,5,C
hop,VERB,5,C
flourish,VERB,6,C
fluctuate,VERB,6,C
frown,VERB,6,C
gasp,VERB,6,C
gesture,VERB,6,C
glow,VERB,6,C
forget,VERB,2,A
include,VERB,2,A
fax,VERB,3,B
gain,VERB,3,B
guide,VERB,3,B
hire,VERB,3,B
injure,VERB,3,B
intend,VERB,3,B
interview,VERB,3,B
involve,VERB,3,B
finance,VERB,4,B
fine,VERB,4,B
fool,VERB,4,B
frighten,VERB,4,B
foresee,VERB,5,C
group,VERB,5,C
host,VERB,5,C
imprison,VERB,5,C
favour,VERB,6,C
figure,VERB,6,C
filter,VERB,6,C
formulate,VERB,6,C
glue,VERB,6,C
grace,VERB,6,C
hinder,VERB,6,C
house,VERB,6,C
incorporate,VERB,6,C
incur,VERB,6,C
indulge,VERB,6,C
film,VERB,3,B
feature,VERB,4,B
flash,VERB,4,B
govern,VERB,4,B
investigate,VERB,4,B
flatten,VERB,6,C
gamble,VERB,6,C
hum,VERB,6,C
intensify,VERB,6,C
ghost,NOUN,3,B
god,NOUN,4,B
hell,NOUN,4,B
impolite,ADJ,4,B
incredible,ADJ,3,B
industrious,ADJ,6,C
frozen,ADJ,3,B
great,ADJ,1,A
half,NOUN,4,B
full,ADJ,4,B
golden,ADJ,2,A
inseparable,ADJ,6,C
insane,ADJ,5,C
irregular,ADJ,3,B
fraudulent,ADJ,6,C
imperative,ADJ,6,C
formerly,ADV,4,B
handy,ADJ,6,C
ill,ADJ,5,C
foremost,ADJ,6,C
indeed,ADV,6,C
intent,NOUN,6,C
fun,ADJ,2,A
heavenly,ADJ,5,C
hot,ADJ,5,C
incurable,ADJ,6,C
intolerable,ADJ,6,C
illegal,ADJ,4,B
impersonal,ADJ,5,C
irrational,ADJ,6,C
insignificant,ADJ,5,C
intolerant,ADJ,6,C
inexperienced,ADJ,4,B
inedible,ADJ,5,C
irresponsible,ADJ,4,B
injection,NOUN,6,C
inclusive,ADJ,5,C
insensitive,ADJ,5,C
interactive,ADJ,5,C
illegally,ADV,4,B
impatiently,ADV,4,B
incredibly,ADV,4,B
implicit,ADJ,6,C
impatient,ADJ,4,B
immature,ADJ,6,C
inadequate,ADJ,5,C
inferior,ADJ,5,C
insecure,ADJ,5,C
inconsiderate,ADJ,6,C
inhuman,ADJ,6,C
innate,ADJ,6,C
favourable,ADJ,4,B
formidable,ADJ,6,C
grammatical,ADJ,6,C
hierarchical,ADJ,6,C
financial,ADJ,3,B
global,ADJ,4,B
intellectual,ADJ,4,B
hysterical,ADJ,5,C
hypocritical,ADJ,6,C
intellectual,NOUN,6,C
industrial,ADJ,4,B
important,ADJ,1,A
inhabitant,NOUN,4,B
injured,ADJ,4,B
flawed,ADJ,6,C
fried,ADJ,2,A
grilled,ADJ,2,A
interested,ADJ,2,A
frightened,ADJ,3,B
impressed,ADJ,4,B
irritated,ADJ,4,B
gifted,ADJ,5,C
fluent,ADJ,4,B
innocent,ADJ,4,B
intelligent,ADJ,3,B
independent,ADJ,4,B
harmful,ADJ,4,B
graceful,ADJ,5,C
grateful,ADJ,3,B
helpful,ADJ,3,B
hopeful,ADJ,3,B
forceful,ADJ,6,C
genetic,ADJ,5,C
heroic,ADJ,5,C
idealistic,ADJ,5,C
gymnastic,ADJ,4,B
growing,ADJ,4,B
intriguing,ADJ,6,C
freezing,ADJ,3,B
good-looking,ADJ,2,A
interesting,ADJ,1,A
frightening,ADJ,3,B
irritating,ADJ,4,B
frustrating,ADJ,5,C
foolish,ADJ,4,B
impressive,ADJ,4,B
imaginative,ADJ,5,C
impulsive,ADJ,6,C
harmless,ADJ,4,B
faultless,ADJ,6,C
flawless,ADJ,6,C
hopeless,ADJ,3,B
fearless,ADJ,6,C
finally,ADV,3,B
fortunately,ADV,3,B
fully,ADV,3,B
generally,ADV,3,B
heavily,ADV,3,B
honestly,ADV,3,B
hopefully,ADV,3,B
firstly,ADV,4,B
fluently,ADV,4,B
frankly,ADV,4,B
greatly,ADV,4,B
highly,ADV,5,C
incidentally,ADV,5,C
financially,ADV,4,B
globally,ADV,4,B
happily,ADV,3,B
foolishly,ADV,4,B
furiously,ADV,4,B
gently,ADV,4,B
icily,ADV,6,C
intellectually,ADV,6,C
intensely,ADV,6,C
generous,ADJ,3,B
furious,ADJ,4,B
healthy,ADJ,2,A
guilty,ADJ,4,B
faulty,ADJ,4,B
filthy,ADJ,5,C
hungry,ADJ,1,A
fatty,ADJ,5,C
foggy,ADJ,2,A
icy,ADJ,3,B
funny,ADJ,1,A
greedy,ADJ,4,B
fussy,ADJ,6,C
group,NOUN,1,A
fine,ADJ,1,A
good,ADJ,1,A
fit,ADJ,2,A
human,ADJ,3,B
hurt,ADJ,3,B
feeble,ADJ,6,C
fresh,ADJ,6,C
how,ADV,2,A
germ,NOUN,5,C
itch,VERB,4,B
flat,ADJ,3,B
here,ADV,1,A
hardly,ADV,3,B
furthermore,ADV,4,B
initial,NOUN,3,B
guideline,NOUN,5,C
issue,VERB,6,C
green,ADJ,1,A
grey,ADJ,1,A
gold,ADJ,2,A
happy,ADJ,2,A
hard,ADJ,2,A
heavy,ADJ,2,A
high,ADJ,2,A
horrible,ADJ,2,A
indoor,ADJ,2,A
front,ADJ,3,B
gentle,ADJ,3,B
giant,ADJ,3,B
huge,ADJ,3,B
individual,ADJ,3,B
fierce,ADJ,4,B
firm,ADJ,4,B
genuine,ADJ,4,B
ideal,ADJ,4,B
inaccurate,ADJ,4,B
inconvenient,ADJ,4,B
inner,ADJ,4,B
inside,ADJ,4,B
harsh,ADJ,5,C
immense,ADJ,5,C
intense,ADJ,5,C
fluid,ADJ,6,C
fragile,ADJ,6,C
fragrant,ADJ,6,C
grim,ADJ,6,C
in,ADV,2,A
inside,ADV,2,A
high,ADV,3,B
indoors,ADV,3,B
fine,ADV,4,B
flat,ADV,4,B
inside,NOUN,4,B
ingredient,NOUN,3,B
grain,NOUN,6,C
first-floor,ADJ,3,B
infrastructure,NOUN,5,C
free,ADJ,2,A
gross,ADJ,5,C
free,ADV,2,A
humid,ADJ,3,B
fertile,ADJ,6,C
hail,VERB,6,C
hunt,NOUN,5,C
harm,VERB,4,B
handsome,ADJ,3,B
grown-up,ADJ,4,B
favourite,ADJ,1,A
glad,ADJ,2,A
honest,ADJ,3,B
fond,ADJ,4,B
fearful,ADJ,6,C
humble,ADJ,6,C
idle,ADJ,6,C
immune,ADJ,6,C
irritable,ADJ,6,C
generously,ADV,4,B
fuss,NOUN,5,C
fury,NOUN,6,C
gay,ADJ,3,B
fellow,ADJ,4,B
intimate,ADJ,6,C
household,NOUN,4,B
hand-held,ADJ,3,B
high-tech,ADJ,4,B
hi-tech,ADJ,4,B
full-time,ADJ,3,B
inevitable,ADJ,5,C
invaluable,ADJ,5,C
inconceivable,ADJ,6,C
indispensable,ADJ,6,C
indisputable,ADJ,6,C
inexplicable,ADJ,6,C
innumerable,ADJ,6,C
immoral,ADJ,4,B
informal,ADJ,4,B
internal,ADJ,4,B
international,ADJ,2,A
insufficient,ADJ,5,C
indifferent,ADJ,6,C
impossible,ADJ,3,B
irresistible,ADJ,6,C
irreversible,ADJ,6,C
intrinsic,ADJ,6,C
inexpensive,ADJ,3,B
indirectly,ADV,5,C
inevitably,ADV,5,C
informally,ADV,5,C
invariably,ADV,6,C
internationally,ADV,3,B
illiterate,ADJ,6,C
imperfect,ADJ,5,C
immortal,ADJ,6,C
inappropriate,ADJ,5,C
indirect,ADJ,5,C
inefficient,ADJ,5,C
integral,ADJ,5,C
intermediate,ADJ,3,B
hospitable,ADJ,5,C
historical,ADJ,3,B
functional,ADJ,4,B
gradual,ADJ,4,B
identical,ADJ,4,B
horizontal,ADJ,5,C
influential,ADJ,5,C
fictional,ADJ,6,C
fundamental,ADJ,6,C
fixed,ADJ,4,B
improved,ADJ,4,B
frustrated,ADJ,5,C
furnished,ADJ,5,C
honoured,ADJ,5,C
industrialized,ADJ,5,C
isolated,ADJ,5,C
horrified,ADJ,6,C
humiliated,ADJ,6,C
influence,VERB,4,B
further,ADJ,2,A
further,ADV,3,B
fruitful,ADJ,5,C
flexible,ADJ,4,B
invisible,ADJ,4,B
feasible,ADJ,5,C
historic,ADJ,3,B
ironic,ADJ,6,C
forthcoming,ADJ,4,B
gripping,ADJ,5,C
fulfilling,ADJ,6,C
horrifying,ADJ,6,C
humiliating,ADJ,6,C
formation,NOUN,6,C
interpretation,NOUN,6,C
intensive,ADJ,4,B
informative,ADJ,5,C
innovative,ADJ,5,C
helpless,ADJ,5,C
homeless,ADJ,5,C
hourly,ADJ,4,B
immediately,ADV,2,A
frequently,ADV,3,B
finely,ADV,4,B
firmly,ADV,4,B
freely,ADV,4,B
gradually,ADV,4,B
ideally,ADV,4,B
importantly,ADV,4,B
increasingly,ADV,4,B
independently,ADV,4,B
initially,ADV,4,B
innocently,ADV,4,B
instantly,ADV,4,B
formally,ADV,5,C
historically,ADV,5,C
hourly,ADV,5,C
immensely,ADV,5,C
inappropriately,ADV,5,C
individually,ADV,5,C
intensively,ADV,5,C
interestingly,ADV,5,C
internally,ADV,5,C
fundamentally,ADV,6,C
harshly,ADV,6,C
hopelessly,ADV,6,C
indefinitely,ADV,6,C
infinitely,ADV,6,C
ironically,ADV,6,C
hilarious,ADJ,5,C
humorous,ADJ,5,C
hazardous,ADJ,6,C
infectious,ADJ,6,C
grumpy,ADJ,5,C
floppy,ADJ,6,C
first,ADJ,1,A
final,ADJ,2,A
foreign,ADJ,2,A
friendly,ADJ,2,A
half-price,ADJ,2,A
female,ADJ,3,B
forbidden,ADJ,3,B
former,ADJ,3,B
frequent,ADJ,3,B
future,ADJ,3,B
general,ADJ,3,B
gorgeous,ADJ,3,B
hidden,ADJ,3,B
incorrect,ADJ,3,B
formal,ADJ,4,B
fortunate,ADJ,4,B
hard-working,ADJ,4,B
immediate,ADJ,4,B
initial,ADJ,4,B
instant,ADJ,4,B
intransitive,ADJ,4,B
feminine,ADJ,5,C
foul,ADJ,5,C
grand,ADJ,5,C
hectic,ADJ,5,C
holy,ADJ,5,C
hostile,ADJ,5,C
imaginary,ADJ,5,C
finite,ADJ,6,C
frail,ADJ,6,C
frantic,ADJ,6,C
fringe,ADJ,6,C
high-profile,ADJ,6,C
hollow,ADJ,6,C
humanitarian,ADJ,6,C
hygienic,ADJ,6,C
ignorant,ADJ,6,C
imminent,ADJ,6,C
infinite,ADJ,6,C
inherent,ADJ,6,C
intact,ADJ,6,C
interim,ADJ,6,C
first,ADV,1,A
hard,ADV,1,A
home,ADV,2,A
however,ADV,2,A
instead,ADV,2,A
forever,ADV,3,B
forward,ADV,3,B
furthest,ADV,3,B
half,ADV,3,B
genuinely,ADV,4,B
hence,ADV,5,C
fortnight,NOUN,3,B
hurry,NOUN,3,B
growth,NOUN,4,B
headquarters,NOUN,4,B
impact,NOUN,4,B
fright,NOUN,5,C
frenzy,NOUN,6,C
frontier,NOUN,6,C
haul,NOUN,6,C
heap,NOUN,6,C
irony,NOUN,6,C
grade,VERB,5,C
impact,VERB,5,C
narrative,NOUN,6,C
notify,VERB,5,C
measure,NOUN,6,C
mountain,NOUN,6,C
maths,NOUN,2,A
